iso_code,country,year,renewables_share_energy,fossil_share_energy,coal_share_energy,oil_share_energy,gas_share_energy
NZL,New Zealand,1987,40.944,59.056,7.38,27.223,24.452
NZL,New Zealand,1988,41.01,58.99,7.68,25.558,25.753
NZL,New Zealand,1989,40.259,59.741,8.16,25.747,25.835
NZL,New Zealand,1990,40.273,59.727,7.618,27.798,24.311
NZL,New Zealand,1991,39.293,60.707,7.114,27.696,25.898
NZL,New Zealand,1992,36.402,63.598,7.807,28.478,27.314
NZL,New Zealand,1993,39.094,60.906,7.478,27.528,25.901
NZL,New Zealand,1994,40.072,59.928,6.705,30.192,23.03
NZL,New Zealand,1995,40.821,59.179,6.486,31.494,21.199
NZL,New Zealand,1996,38.333,61.667,6.293,31.585,23.789
NZL,New Zealand,1997,34.585,65.415,6.775,33.083,25.557
NZL,New Zealand,1998,37.698,62.302,6.186,33.556,22.56
NZL,New Zealand,1999,34.58,65.42,6.267,33.649,25.505
NZL,New Zealand,2000,35.364,64.636,5.692,32.94,26.004
NZL,New Zealand,2001,31.767,68.233,7.095,33.521,27.617
NZL,New Zealand,2002,34.139,65.861,6.871,33.444,25.545
NZL,New Zealand,2003,33.366,66.634,10.22,36.564,19.85
NZL,New Zealand,2004,36.99,63.01,10.281,35.094,17.635
NZL,New Zealand,2005,33.787,66.213,11.709,37.855,16.649
NZL,New Zealand,2006,34.047,65.953,11.444,37.729,16.78
NZL,New Zealand,2007,34.701,65.299,8.698,38.009,18.592
NZL,New Zealand,2008,33.836,66.164,10.742,38.285,17.138
NZL,New Zealand,2009,37.362,62.638,8.279,36.7,17.659
NZL,New Zealand,2010,38.311,61.689,6.89,36.039,18.76
NZL,New Zealand,2011,39.187,60.813,6.939,36.721,17.153
NZL,New Zealand,2012,36.696,63.304,8.559,35.894,18.85
NZL,New Zealand,2013,36.769,63.231,7.487,36.033,19.711
NZL,New Zealand,2014,37.452,62.548,6.598,35.053,20.897
NZL,New Zealand,2015,38.143,61.857,6.61,36.209,19.038
NZL,New Zealand,2016,38.817,61.183,5.4,37.007,18.776
NZL,New Zealand,2017,37.085,62.915,5.59,38.128,19.197
NZL,New Zealand,2018,38.098,61.902,6.059,38.438,17.406
NZL,New Zealand,2019,36.9,63.1,6.308,38.586,18.205
NZL,New Zealand,2020,39.275,60.725,6.566,35.109,19.05
NZL,New Zealand,2021,40.316,59.684,7.766,35.43,16.488
NZL,New Zealand,2022,43.295,56.705,5.459,35.532,15.714
NZL,New Zealand,2023,42.265,57.735,4.744,36.945,16.046
MKD,North Macedonia,1990,4.612,95.388,52.303,43.085,0.0
MKD,North Macedonia,1991,8.041,91.959,53.024,38.935,0.0
MKD,North Macedonia,1992,7.83,92.17,51.33,40.841,0.0
MKD,North Macedonia,1993,4.804,95.196,51.412,43.784,0.0
MKD,North Macedonia,1994,6.818,93.182,56.929,36.253,0.0
MKD,North Macedonia,1995,7.805,92.195,58.326,33.869,0.0
MKD,North Macedonia,1996,7.127,92.873,48.562,44.311,0.0
MKD,North Macedonia,1997,8.375,91.625,50.404,41.221,0.0
MKD,North Macedonia,1998,8.919,91.081,57.68,32.834,0.568
MKD,North Macedonia,1999,11.962,88.038,52.602,34.337,1.098
MKD,North Macedonia,2000,10.608,89.392,50.738,36.78,1.875
MKD,North Macedonia,2001,5.981,94.019,59.444,31.927,2.649
MKD,North Macedonia,2002,7.348,92.652,52.939,36.931,2.782
MKD,North Macedonia,2003,11.797,88.203,54.217,31.784,2.203
MKD,North Macedonia,2004,12.822,87.178,52.199,32.808,2.171
MKD,North Macedonia,2005,12.409,87.591,52.49,32.853,2.249
MKD,North Macedonia,2006,13.409,86.591,50.111,34.114,2.366
MKD,North Macedonia,2007,8.212,91.788,51.723,37.027,3.037
MKD,North Macedonia,2008,7.049,92.951,54.776,34.606,3.569
MKD,North Macedonia,2009,10.849,89.151,50.282,36.449,2.42
MKD,North Macedonia,2010,18.923,81.077,44.971,32.794,3.311
MKD,North Macedonia,2011,11.084,88.916,51.257,33.836,3.823
MKD,North Macedonia,2012,8.636,91.364,51.91,35.186,4.268
MKD,North Macedonia,2013,13.683,86.317,45.357,35.913,5.047
MKD,North Macedonia,2014,11.857,88.143,45.148,38.337,4.658
MKD,North Macedonia,2015,17.673,82.327,38.752,39.109,4.466
MKD,North Macedonia,2016,17.241,82.759,33.674,42.319,6.767
MKD,North Macedonia,2017,11.201,88.799,38.099,41.693,9.007
MKD,North Macedonia,2018,16.351,83.649,33.363,42.224,8.063
MKD,North Macedonia,2019,10.903,89.097,38.609,41.286,9.203
MKD,North Macedonia,2020,13.396,86.604,32.049,42.731,11.824
MKD,North Macedonia,2021,14.348,85.652,26.957,44.343,14.351
MKD,North Macedonia,2022,13.053,86.947,32.377,45.457,9.113
MKD,North Macedonia,2023,16.833,83.167,29.39,42.85,10.927
NOR,Norway,1980,63.822,36.178,3.119,30.799,2.259
NOR,Norway,1981,67.236,32.764,2.965,27.164,2.635
NOR,Norway,1982,67.812,32.188,2.887,26.422,2.879
NOR,Norway,1983,70.602,29.398,2.802,23.643,2.953
NOR,Norway,1984,69.836,30.164,3.102,24.257,2.805
NOR,Norway,1985,68.189,31.811,3.12,25.705,2.986
NOR,Norway,1986,65.58,34.42,2.845,28.207,3.367
NOR,Norway,1987,67.066,32.934,2.619,26.784,3.531
NOR,Norway,1988,68.65,31.35,2.611,24.42,4.318
NOR,Norway,1989,70.15,29.85,2.149,23.208,4.494
NOR,Norway,1990,71.558,28.442,2.003,21.703,4.736
NOR,Norway,1991,70.179,29.821,1.923,22.143,5.756
NOR,Norway,1992,71.026,28.974,1.845,21.21,5.918
NOR,Norway,1993,70.755,29.245,1.945,21.232,6.068
NOR,Norway,1994,68.297,31.703,2.259,22.732,6.712
NOR,Norway,1995,69.429,30.571,2.304,21.939,6.328
NOR,Norway,1996,64.532,35.468,2.49,25.511,7.467
NOR,Norway,1997,65.003,34.997,2.357,24.416,8.225
NOR,Norway,1998,65.899,34.101,2.46,23.563,8.078
NOR,Norway,1999,67.145,32.855,2.237,23.127,7.491
NOR,Norway,2000,70.793,29.207,2.07,19.541,7.596
NOR,Norway,2001,66.998,33.002,2.066,23.053,7.884
NOR,Norway,2002,68.324,31.676,1.715,21.906,8.055
NOR,Norway,2003,62.65,37.35,1.888,25.676,9.785
NOR,Norway,2004,63.413,36.587,2.103,24.278,10.206
NOR,Norway,2005,68.685,31.315,1.571,21.524,8.22
NOR,Norway,2006,65.662,34.338,1.469,24.018,8.852
NOR,Norway,2007,67.798,32.202,1.495,22.853,7.854
NOR,Norway,2008,69.317,30.683,1.524,21.319,7.839
NOR,Norway,2009,67.628,32.372,1.319,22.991,8.062
NOR,Norway,2010,64.629,35.371,1.855,25.071,8.444
NOR,Norway,2011,65.624,34.376,2.033,24.021,8.322
NOR,Norway,2012,69.202,30.798,1.773,21.605,7.42
NOR,Norway,2013,66.873,33.127,1.801,23.448,7.878
NOR,Norway,2014,67.914,32.086,1.904,22.006,8.175
NOR,Norway,2015,67.676,32.324,1.683,22.08,8.562
NOR,Norway,2016,69.046,30.954,1.705,21.106,8.143
NOR,Norway,2017,68.894,31.106,1.773,20.867,8.466
NOR,Norway,2018,68.132,31.868,1.756,21.822,8.29
NOR,Norway,2019,66.741,33.259,1.834,22.276,9.148
NOR,Norway,2020,70.963,29.037,1.685,19.172,8.18
NOR,Norway,2021,71.305,28.695,1.796,19.25,7.649
NOR,Norway,2022,69.648,30.352,1.829,20.943,7.579
NOR,Norway,2023,70.758,29.242,1.605,20.482,7.156
OMN,Oman,1980,0.0,100.0,0.0,62.125,37.875
OMN,Oman,1981,0.0,100.0,0.0,57.758,42.242
OMN,Oman,1982,0.0,100.0,0.0,57.212,42.788
OMN,Oman,1983,0.0,100.0,0.0,53.905,46.095
OMN,Oman,1984,0.0,100.0,0.0,53.278,46.722
OMN,Oman,1985,0.0,100.0,0.0,49.702,50.298
OMN,Oman,1986,0.0,100.0,0.0,45.452,54.548
OMN,Oman,1987,0.0,100.0,0.0,41.366,58.634
OMN,Oman,1988,0.0,100.0,0.0,42.562,57.438
OMN,Oman,1989,0.0,100.0,0.0,43.049,56.951
OMN,Oman,1990,0.0,100.0,0.0,47.497,52.503
OMN,Oman,1991,0.0,100.0,0.0,59.21,40.79
OMN,Oman,1992,0.0,100.0,0.0,55.035,44.965
OMN,Oman,1993,0.0,100.0,0.0,55.261,44.739
OMN,Oman,1994,0.0,100.0,0.0,50.014,49.986
OMN,Oman,1995,0.0,100.0,0.0,47.792,52.208
OMN,Oman,1996,0.0,100.0,0.0,44.394,55.606
OMN,Oman,1997,0.0,100.0,0.001,37.593,62.407
OMN,Oman,1998,0.0,100.0,0.001,36.565,63.434
OMN,Oman,1999,0.0,100.0,0.0,40.219,59.781
OMN,Oman,2000,0.0,100.0,0.003,30.827,69.171
OMN,Oman,2001,0.0,100.0,0.001,31.588,68.41
OMN,Oman,2002,0.0,100.0,0.003,34.126,65.871
OMN,Oman,2003,0.0,100.0,0.0,31.417,68.583
OMN,Oman,2004,0.0,100.0,0.007,29.531,70.463
OMN,Oman,2005,0.0,100.0,0.002,30.423,69.575
OMN,Oman,2006,0.0,100.0,0.021,29.323,70.656
OMN,Oman,2007,0.0,100.0,0.005,29.699,70.297
OMN,Oman,2008,0.0,100.0,0.007,33.426,66.567
OMN,Oman,2009,0.0,100.0,0.008,32.058,67.933
OMN,Oman,2010,0.0,100.0,0.145,30.761,69.093
OMN,Oman,2011,0.0,100.0,0.046,30.37,69.584
OMN,Oman,2012,0.0,100.0,0.127,30.318,69.556
OMN,Oman,2013,0.001,99.999,0.164,31.427,68.407
OMN,Oman,2014,0.001,99.999,0.132,32.411,67.457
OMN,Oman,2015,0.003,99.997,0.17,31.39,68.438
OMN,Oman,2016,0.003,99.997,0.189,32.089,67.719
OMN,Oman,2017,0.011,99.989,0.251,33.384,66.354
OMN,Oman,2018,0.01,99.99,0.23,33.28,66.479
OMN,Oman,2019,0.017,99.983,0.261,32.78,66.942
OMN,Oman,2020,0.109,99.891,0.31,27.663,71.918
OMN,Oman,2021,0.496,99.504,0.246,27.803,71.455
OMN,Oman,2022,1.136,98.864,0.332,29.791,68.741
OMN,Oman,2023,1.142,98.858,0.24,29.143,69.475
PAK,Pakistan,1980,16.12,83.736,5.346,39.244,39.146
PAK,Pakistan,1981,15.652,84.065,5.642,38.728,39.695
PAK,Pakistan,1982,15.973,83.716,5.802,38.648,39.266
PAK,Pakistan,1983,17.322,82.285,6.164,39.875,36.247
PAK,Pakistan,1984,16.962,82.589,6.605,40.848,35.137
PAK,Pakistan,1985,16.764,82.735,7.13,41.479,34.126
PAK,Pakistan,1986,15.108,84.254,7.624,42.133,34.497
PAK,Pakistan,1987,17.737,81.933,7.728,41.22,32.985
PAK,Pakistan,1988,17.499,82.303,7.606,41.784,32.913
PAK,Pakistan,1989,16.76,83.126,7.852,42.204,33.069
PAK,Pakistan,1990,15.694,83.921,7.957,42.195,33.769
PAK,Pakistan,1991,15.851,83.785,7.434,41.924,34.427
PAK,Pakistan,1992,16.468,83.076,7.27,43.639,32.167
PAK,Pakistan,1993,16.362,83.334,6.896,42.981,33.458
PAK,Pakistan,1994,15.512,84.064,6.613,44.505,32.946
PAK,Pakistan,1995,15.541,84.103,6.322,45.742,32.039
PAK,Pakistan,1996,15.909,83.881,6.017,45.175,32.689
PAK,Pakistan,1997,12.213,87.488,5.805,48.049,33.635
PAK,Pakistan,1998,14.898,84.859,5.423,46.371,33.065
PAK,Pakistan,1999,12.713,87.24,5.19,45.974,36.075
PAK,Pakistan,2000,10.753,88.7,4.909,46.428,37.363
PAK,Pakistan,2001,10.829,87.999,4.978,44.477,38.544
PAK,Pakistan,2002,11.551,87.431,5.379,41.781,40.271
PAK,Pakistan,2003,12.784,86.272,5.371,34.424,46.477
PAK,Pakistan,2004,12.115,86.82,5.718,31.155,49.946
PAK,Pakistan,2005,12.98,85.947,6.049,28.608,51.289
PAK,Pakistan,2006,11.995,87.0,6.6,30.986,49.414
PAK,Pakistan,2007,11.84,87.294,7.851,31.944,47.498
PAK,Pakistan,2008,10.105,89.249,8.454,32.317,48.478
PAK,Pakistan,2009,10.194,88.904,8.786,33.249,46.869
PAK,Pakistan,2010,10.436,88.675,8.406,32.77,47.498
PAK,Pakistan,2011,10.606,88.029,7.954,32.827,47.248
PAK,Pakistan,2012,3.989,95.011,8.723,33.997,52.292
PAK,Pakistan,2013,10.559,88.025,7.917,33.881,46.227
PAK,Pakistan,2014,10.733,87.745,8.374,34.552,44.818
PAK,Pakistan,2015,10.407,88.27,8.222,35.691,44.357
PAK,Pakistan,2016,10.286,88.228,8.228,36.776,43.224
PAK,Pakistan,2017,8.975,88.88,9.946,35.879,43.055
PAK,Pakistan,2018,8.879,88.728,13.788,29.618,45.323
PAK,Pakistan,2019,10.438,87.21,14.758,26.446,46.006
PAK,Pakistan,2020,11.468,86.056,16.577,26.255,43.223
PAK,Pakistan,2021,9.927,86.422,16.707,27.316,42.398
PAK,Pakistan,2022,10.571,83.805,15.533,29.009,39.263
PAK,Pakistan,2023,12.266,81.644,14.459,24.983,42.202
PER,Peru,1980,18.693,81.307,1.563,73.727,6.016
PER,Peru,1981,20.246,79.754,1.509,71.664,6.58
PER,Peru,1982,21.326,78.674,1.698,70.114,6.862
PER,Peru,1983,23.572,76.428,1.646,69.607,5.175
PER,Peru,1984,23.966,76.034,1.245,68.156,6.634
PER,Peru,1985,26.356,73.644,1.382,66.995,5.266
PER,Peru,1986,26.158,73.842,1.743,66.913,5.186
PER,Peru,1987,25.82,74.18,1.802,67.658,4.72
PER,Peru,1988,25.476,74.524,1.824,68.117,4.582
PER,Peru,1989,27.945,72.055,2.203,65.628,4.224
PER,Peru,1990,28.065,71.935,1.603,66.253,4.079
PER,Peru,1991,31.07,68.93,3.138,61.927,3.866
PER,Peru,1992,26.897,73.103,3.145,66.387,3.571
PER,Peru,1993,29.879,70.121,3.031,63.643,3.448
PER,Peru,1994,29.688,70.312,3.433,63.572,3.306
PER,Peru,1995,27.773,72.227,3.318,65.962,2.946
PER,Peru,1996,27.724,72.276,3.374,66.001,2.901
PER,Peru,1997,28.091,71.909,3.582,66.575,1.752
PER,Peru,1998,28.377,71.623,3.807,64.934,2.883
PER,Peru,1999,29.158,70.842,3.367,64.649,2.825
PER,Peru,2000,31.45,68.55,5.07,61.177,2.302
PER,Peru,2001,34.392,65.608,4.648,58.469,2.491
PER,Peru,2002,34.293,65.707,6.219,56.581,2.907
PER,Peru,2003,35.519,64.481,6.762,54.233,3.486
PER,Peru,2004,31.152,68.848,6.84,56.646,5.362
PER,Peru,2005,30.827,69.173,6.675,53.405,9.093
PER,Peru,2006,33.532,66.468,5.621,50.313,10.534
PER,Peru,2007,30.645,69.355,6.803,48.0,14.552
PER,Peru,2008,27.606,72.394,5.61,49.697,17.086
PER,Peru,2009,28.469,71.531,4.944,49.445,17.141
PER,Peru,2010,25.513,74.487,4.264,45.769,24.453
PER,Peru,2011,24.656,75.344,3.884,45.763,25.697
PER,Peru,2012,24.827,75.173,4.012,44.044,27.117
PER,Peru,2013,24.991,75.009,3.957,45.147,25.905
PER,Peru,2014,24.772,75.228,3.815,43.37,28.043
PER,Peru,2015,24.89,75.11,3.394,44.188,27.528
PER,Peru,2016,23.56,76.44,3.409,44.214,28.817
PER,Peru,2017,27.624,72.376,2.918,44.372,25.086
PER,Peru,2018,28.247,71.753,2.512,43.615,25.626
PER,Peru,2019,28.051,71.949,2.549,43.827,25.572
PER,Peru,2020,31.113,68.887,2.103,37.877,28.906
PER,Peru,2021,28.608,71.392,2.419,41.216,27.757
PER,Peru,2022,26.155,73.845,2.516,41.835,29.494
PER,Peru,2023,25.562,74.438,2.315,42.393,29.73
PHL,Philippines,1980,10.906,89.094,1.098,87.996,0.0
PHL,Philippines,1981,15.241,84.759,1.905,82.854,0.0
PHL,Philippines,1982,15.349,84.651,2.129,82.523,0.0
PHL,Philippines,1983,17.136,82.864,3.713,79.15,0.0
PHL,Philippines,1984,22.343,77.657,6.532,71.125,0.0
PHL,Philippines,1985,25.027,74.973,9.56,65.413,0.0
PHL,Philippines,1986,24.82,75.18,7.439,67.741,0.0
PHL,Philippines,1987,20.009,79.991,7.287,72.704,0.0
PHL,Philippines,1988,20.495,79.505,8.374,71.131,0.0
PHL,Philippines,1989,19.718,80.282,5.993,74.289,0.0
PHL,Philippines,1990,18.763,81.237,7.766,73.472,0.0
PHL,Philippines,1991,17.445,82.555,9.671,72.884,0.0
PHL,Philippines,1992,15.153,84.847,7.915,76.932,0.0
PHL,Philippines,1993,14.536,85.464,8.02,77.443,0.0
PHL,Philippines,1994,15.869,84.131,7.832,76.276,0.023
PHL,Philippines,1995,14.08,85.92,7.379,78.521,0.02
PHL,Philippines,1996,14.387,85.613,9.278,76.304,0.031
PHL,Philippines,1997,13.018,86.982,10.505,76.46,0.017
PHL,Philippines,1998,13.896,86.104,11.444,74.63,0.03
PHL,Philippines,1999,17.887,82.113,12.838,69.253,0.022
PHL,Philippines,2000,18.729,81.271,17.367,63.872,0.033
PHL,Philippines,2001,17.257,82.743,17.322,64.977,0.443
PHL,Philippines,2002,16.848,83.152,16.153,61.458,5.542
PHL,Philippines,2003,16.612,83.388,15.944,59.254,8.19
PHL,Philippines,2004,17.238,82.762,16.395,58.983,7.384
PHL,Philippines,2005,16.653,83.347,19.228,54.342,9.777
PHL,Philippines,2006,19.318,80.682,19.044,52.068,9.569
PHL,Philippines,2007,17.341,82.659,19.62,51.991,11.048
PHL,Philippines,2008,18.352,81.648,22.37,48.031,11.247
PHL,Philippines,2009,17.917,82.083,21.104,49.785,11.194
PHL,Philippines,2010,15.667,84.333,23.752,50.342,10.239
PHL,Philippines,2011,16.874,83.126,25.604,46.677,10.845
PHL,Philippines,2012,17.177,82.823,25.886,46.892,10.044
PHL,Philippines,2013,15.493,84.507,29.912,45.954,8.641
PHL,Philippines,2014,14.804,85.196,30.22,46.346,8.63
PHL,Philippines,2015,14.375,85.625,30.095,48.129,7.402
PHL,Philippines,2016,13.798,86.202,31.068,47.356,7.778
PHL,Philippines,2017,13.161,86.839,33.553,46.25,7.037
PHL,Philippines,2018,12.831,87.169,34.283,45.514,7.372
PHL,Philippines,2019,11.974,88.026,35.621,45.018,7.387
PHL,Philippines,2020,12.827,87.173,39.344,40.42,7.409
PHL,Philippines,2021,12.948,87.052,40.01,41.07,5.972
PHL,Philippines,2022,13.032,86.968,38.553,43.062,5.353
PHL,Philippines,2023,12.922,87.078,40.383,41.47,5.225
POL,Poland,1980,0.488,99.512,79.061,13.627,6.823
POL,Poland,1981,0.503,99.497,78.188,14.171,7.138
POL,Poland,1982,0.373,99.627,79.48,13.14,7.007
POL,Poland,1983,0.419,99.581,78.926,13.52,7.135
POL,Poland,1984,0.348,99.652,79.164,13.349,7.139
POL,Poland,1985,0.436,99.564,79.212,13.272,7.081
POL,Poland,1986,0.362,99.638,79.008,13.333,7.298
POL,Poland,1987,0.335,99.665,79.286,13.081,7.298
POL,Poland,1988,0.345,99.655,78.605,13.661,7.388
POL,Poland,1989,0.326,99.674,78.042,14.096,7.536
POL,Poland,1990,0.339,99.661,75.389,15.681,8.59
POL,Poland,1991,0.356,99.644,76.32,15.136,8.187
POL,Poland,1992,0.4,99.6,77.16,14.466,7.974
POL,Poland,1993,0.382,99.618,76.308,14.929,8.38
POL,Poland,1994,0.459,99.541,74.265,16.452,8.824
POL,Poland,1995,0.492,99.508,73.789,16.281,9.438
POL,Poland,1996,0.497,99.503,71.945,18.117,9.44
POL,Poland,1997,0.519,99.481,70.905,19.07,9.506
POL,Poland,1998,0.644,99.356,66.692,22.639,10.025
POL,Poland,1999,0.61,99.39,65.252,24.185,9.954
POL,Poland,2000,0.644,99.356,64.31,23.658,11.388
POL,Poland,2001,0.777,99.223,64.0,23.275,11.948
POL,Poland,2002,0.775,99.225,63.472,23.981,11.772
POL,Poland,2003,0.642,99.358,63.151,23.539,12.667
POL,Poland,2004,0.849,99.151,60.888,24.987,13.276
POL,Poland,2005,1.088,98.912,60.393,25.114,13.405
POL,Poland,2006,1.203,98.797,60.152,25.679,12.966
POL,Poland,2007,1.515,98.485,58.938,26.509,13.038
POL,Poland,2008,2.154,97.846,57.15,26.774,13.922
POL,Poland,2009,2.923,97.077,55.602,27.553,13.922
POL,Poland,2010,3.379,96.621,55.407,27.172,14.042
POL,Poland,2011,3.959,96.041,55.047,26.826,14.168
POL,Poland,2012,5.13,94.87,52.907,26.495,15.468
POL,Poland,2013,5.052,94.948,54.973,24.559,15.417
POL,Poland,2014,5.922,94.078,52.899,25.527,15.651
POL,Poland,2015,6.387,93.613,51.445,26.628,15.54
POL,Poland,2016,5.878,94.122,50.177,28.031,15.914
POL,Poland,2017,5.924,94.076,48.039,30.12,15.917
POL,Poland,2018,5.621,94.379,47.502,30.534,16.343
POL,Poland,2019,6.71,93.29,43.592,32.054,17.644
POL,Poland,2020,7.663,92.337,42.13,31.656,18.55
POL,Poland,2021,7.599,92.401,43.346,30.727,18.328
POL,Poland,2022,9.37,90.63,41.937,32.951,15.742
POL,Poland,2023,11.752,88.248,36.512,34.476,17.26
PRT,Portugal,1980,18.268,81.732,3.196,78.536,0.0
PRT,Portugal,1981,11.879,88.121,3.678,84.443,0.0
PRT,Portugal,1982,14.992,85.008,3.139,81.869,0.0
PRT,Portugal,1983,16.798,83.201,3.317,79.885,0.0
PRT,Portugal,1984,19.397,80.603,3.947,76.656,0.0
PRT,Portugal,1985,21.129,78.871,6.015,72.856,0.0
PRT,Portugal,1986,16.18,83.82,10.682,73.138,0.0
PRT,Portugal,1987,16.933,83.067,13.598,69.469,0.0
PRT,Portugal,1988,20.145,79.855,14.16,65.695,0.0
PRT,Portugal,1989,9.381,90.619,14.533,76.086,0.0
PRT,Portugal,1990,13.736,86.264,16.482,69.783,0.0
PRT,Portugal,1991,13.248,86.752,16.62,70.133,0.0
PRT,Portugal,1992,7.339,92.661,16.436,76.224,0.0
PRT,Portugal,1993,12.161,87.839,17.509,70.33,0.0
PRT,Portugal,1994,14.334,85.666,17.484,68.182,0.0
PRT,Portugal,1995,10.868,89.132,20.089,69.042,0.0
PRT,Portugal,1996,17.71,82.29,18.261,64.03,0.0
PRT,Portugal,1997,15.714,84.286,16.33,67.56,0.396
PRT,Portugal,1998,14.322,85.678,14.963,67.814,2.901
PRT,Portugal,1999,8.619,91.381,15.177,68.28,7.923
PRT,Portugal,2000,12.409,87.591,14.79,64.89,7.91
PRT,Portugal,2001,14.858,85.142,12.464,63.986,8.693
PRT,Portugal,2002,9.233,90.767,13.781,66.382,10.605
PRT,Portugal,2003,16.157,83.843,12.892,60.959,9.992
PRT,Portugal,2004,11.475,88.525,12.988,62.792,12.745
PRT,Portugal,2005,7.701,92.299,13.061,64.803,14.435
PRT,Portugal,2006,14.808,85.192,13.092,58.064,14.036
PRT,Portugal,2007,15.435,84.565,11.332,58.358,14.875
PRT,Portugal,2008,14.553,85.447,10.329,58.167,16.951
PRT,Portugal,2009,18.133,81.867,11.635,53.525,16.706
PRT,Portugal,2010,26.402,73.598,6.395,49.887,17.317
PRT,Portugal,2011,23.66,76.34,9.024,48.96,18.356
PRT,Portugal,2012,20.965,79.035,12.937,48.688,17.41
PRT,Portugal,2013,28.202,71.798,10.807,45.847,15.144
PRT,Portugal,2014,29.761,70.239,10.856,45.008,14.375
PRT,Portugal,2015,23.685,76.315,13.255,46.208,16.851
PRT,Portugal,2016,28.268,71.732,10.853,44.243,16.636
PRT,Portugal,2017,20.606,79.394,12.642,45.528,21.224
PRT,Portugal,2018,26.2,73.8,10.56,43.902,19.338
PRT,Portugal,2019,25.366,74.634,5.021,48.393,21.219
PRT,Portugal,2020,30.635,69.365,2.521,43.718,23.127
PRT,Portugal,2021,32.197,67.803,0.868,44.767,22.169
PRT,Portugal,2022,28.753,71.247,0.031,49.63,21.585
PRT,Portugal,2023,34.67,65.33,0.022,48.182,17.126
QAT,Qatar,1980,0.0,100.0,0.0,8.058,91.942
QAT,Qatar,1981,0.0,100.0,0.0,12.37,87.63
QAT,Qatar,1982,0.0,100.0,0.0,11.821,88.179
QAT,Qatar,1983,0.0,100.0,0.0,12.404,87.596
QAT,Qatar,1984,0.0,100.0,0.0,12.832,87.168
QAT,Qatar,1985,0.0,100.0,0.0,14.52,85.48
QAT,Qatar,1986,0.0,100.0,0.0,16.707,83.293
QAT,Qatar,1987,0.0,100.0,0.0,16.878,83.122
QAT,Qatar,1988,0.0,100.0,0.0,17.526,82.474
QAT,Qatar,1989,0.0,100.0,0.0,17.461,82.539
QAT,Qatar,1990,0.0,100.0,0.0,17.292,82.708
QAT,Qatar,1991,0.0,100.0,0.0,13.04,86.96
QAT,Qatar,1992,0.0,100.0,0.0,9.478,90.522
QAT,Qatar,1993,0.0,100.0,0.0,9.481,90.519
QAT,Qatar,1994,0.0,100.0,0.0,10.814,89.186
QAT,Qatar,1995,0.0,100.0,0.0,10.518,89.482
QAT,Qatar,1996,0.0,100.0,0.0,15.735,84.265
QAT,Qatar,1997,0.0,100.0,0.0,17.581,82.419
QAT,Qatar,1998,0.0,100.0,0.0,17.339,82.661
QAT,Qatar,1999,0.0,100.0,0.0,14.809,85.191
QAT,Qatar,2000,0.0,100.0,0.0,16.22,83.78
QAT,Qatar,2001,0.0,100.0,0.0,19.216,80.784
QAT,Qatar,2002,0.0,100.0,0.0,17.394,82.606
QAT,Qatar,2003,0.0,100.0,0.0,20.1,79.9
QAT,Qatar,2004,0.0,100.0,0.0,20.472,79.528
QAT,Qatar,2005,0.0,100.0,0.0,20.006,79.994
QAT,Qatar,2006,0.0,100.0,0.0,23.461,76.539
QAT,Qatar,2007,0.0,100.0,0.0,22.756,77.244
QAT,Qatar,2008,0.0,100.0,0.0,26.741,73.259
QAT,Qatar,2009,0.0,100.0,0.0,26.173,73.827
QAT,Qatar,2010,0.0,100.0,0.0,24.175,75.825
QAT,Qatar,2011,0.008,99.992,0.0,26.083,73.909
QAT,Qatar,2012,0.007,99.993,0.012,24.118,75.863
QAT,Qatar,2013,0.051,99.949,0.016,26.714,73.219
QAT,Qatar,2014,0.065,99.935,0.093,26.36,73.483
QAT,Qatar,2015,0.065,99.935,0.048,26.766,73.121
QAT,Qatar,2016,0.069,99.931,0.051,28.801,71.078
QAT,Qatar,2017,0.075,99.925,0.058,26.927,72.94
QAT,Qatar,2018,0.077,99.923,0.081,27.032,72.81
QAT,Qatar,2019,0.066,99.934,0.07,28.882,70.981
QAT,Qatar,2020,0.086,99.914,0.015,24.716,75.184
QAT,Qatar,2021,0.081,99.919,0.005,25.657,74.257
QAT,Qatar,2022,0.192,99.808,0.02,28.882,70.906
QAT,Qatar,2023,0.816,99.184,0.021,28.478,70.685
ROU,Romania,1980,4.811,95.189,19.709,30.071,45.409
ROU,Romania,1981,4.838,95.162,20.668,26.893,47.601
ROU,Romania,1982,4.541,95.459,19.916,26.719,48.824
ROU,Romania,1983,3.871,96.129,23.161,24.029,48.939
ROU,Romania,1984,4.4,95.6,23.297,23.176,49.127
ROU,Romania,1985,4.955,95.045,24.353,24.863,45.829
ROU,Romania,1986,4.124,95.876,24.139,26.08,45.658
ROU,Romania,1987,4.123,95.877,24.923,27.719,43.235
ROU,Romania,1988,5.341,94.659,26.519,25.527,42.614
ROU,Romania,1989,4.934,95.066,26.435,26.269,42.361
ROU,Romania,1990,4.324,95.676,19.921,30.009,45.745
ROU,Romania,1991,6.517,93.483,19.605,29.37,44.508
ROU,Romania,1992,5.926,94.074,21.881,27.26,44.934
ROU,Romania,1993,6.656,93.344,22.277,26.602,44.466
ROU,Romania,1994,7.212,92.788,23.66,26.176,42.952
ROU,Romania,1995,8.403,91.597,22.267,28.779,40.551
ROU,Romania,1996,7.979,91.319,22.386,27.759,41.174
