iso_code,country,year,renewables_share_energy,fossil_share_energy,coal_share_energy,oil_share_energy,gas_share_energy
ROU,Romania,1997,9.362,87.752,21.463,30.633,35.656
ROU,Romania,1998,11.044,85.853,19.791,29.385,36.678
ROU,Romania,1999,12.167,84.376,19.576,26.558,38.242
ROU,Romania,2000,9.836,86.533,20.495,27.918,38.12
ROU,Romania,2001,9.765,86.672,20.953,29.412,36.307
ROU,Romania,2002,10.037,86.515,21.746,28.589,36.18
ROU,Romania,2003,8.239,88.714,24.307,25.354,39.054
ROU,Romania,2004,9.814,86.889,22.986,28.365,35.538
ROU,Romania,2005,11.901,84.828,21.898,27.464,35.465
ROU,Romania,2006,10.578,86.178,24.401,26.199,35.578
ROU,Romania,2007,9.612,85.81,25.499,27.175,33.137
ROU,Romania,2008,10.317,83.045,24.628,26.724,31.693
ROU,Romania,2009,10.621,81.447,22.53,27.273,31.644
ROU,Romania,2010,13.83,78.453,20.877,25.59,31.986
ROU,Romania,2011,10.997,81.487,23.574,26.021,31.893
ROU,Romania,2012,10.404,82.024,22.549,27.358,32.116
ROU,Romania,2013,14.507,77.365,18.698,27.366,31.3
ROU,Romania,2014,17.513,74.552,18.052,27.458,29.041
ROU,Romania,2015,18.196,73.974,18.624,27.794,27.557
ROU,Romania,2016,18.867,73.592,16.587,29.099,27.906
ROU,Romania,2017,16.748,75.748,16.302,30.002,29.444
ROU,Romania,2018,17.773,74.921,15.392,29.679,29.85
ROU,Romania,2019,17.297,75.341,15.234,31.699,28.408
ROU,Romania,2020,18.117,74.128,11.428,31.851,30.849
ROU,Romania,2021,18.153,74.637,12.226,32.398,30.012
ROU,Romania,2022,17.783,74.567,11.802,35.5,27.265
ROU,Romania,2023,20.908,71.388,8.675,36.984,25.729
RUS,Russia,1985,4.66,92.442,24.199,30.841,37.402
RUS,Russia,1986,4.711,92.272,24.425,30.668,37.179
RUS,Russia,1987,4.512,92.026,24.011,29.938,38.077
RUS,Russia,1988,4.391,91.931,23.25,29.191,39.49
RUS,Russia,1989,4.342,91.952,22.398,29.626,39.929
RUS,Russia,1990,4.619,92.107,21.119,29.73,41.258
RUS,Russia,1991,4.718,91.916,19.623,29.375,42.919
RUS,Russia,1992,5.034,91.479,19.16,29.149,43.17
RUS,Russia,1993,5.454,90.818,18.555,26.079,46.184
RUS,Russia,1994,6.035,90.611,17.791,25.256,47.564
RUS,Russia,1995,6.39,90.002,18.114,23.295,48.593
RUS,Russia,1996,5.811,90.085,18.466,20.863,50.755
RUS,Russia,1997,6.271,89.409,18.01,21.887,49.512
RUS,Russia,1998,6.325,89.537,16.895,21.005,51.638
RUS,Russia,1999,6.326,88.873,16.821,21.209,50.843
RUS,Russia,2000,6.354,88.587,17.139,20.424,51.024
RUS,Russia,2001,6.595,88.216,16.46,20.705,51.052
RUS,Russia,2002,6.127,88.529,16.595,20.056,51.878
RUS,Russia,2003,5.738,88.735,16.356,20.36,52.019
RUS,Russia,2004,6.387,88.367,15.54,19.91,52.918
RUS,Russia,2005,6.235,88.383,14.734,20.011,53.638
RUS,Russia,2006,5.962,88.675,14.469,20.127,54.079
RUS,Russia,2007,6.025,88.545,13.931,19.919,54.695
RUS,Russia,2008,5.539,88.998,14.87,20.46,53.668
RUS,Russia,2009,6.13,88.133,14.32,20.661,53.151
RUS,Russia,2010,5.597,88.695,13.538,20.64,54.518
RUS,Russia,2011,5.274,89.156,13.593,21.405,54.159
RUS,Russia,2012,5.226,89.12,14.145,22.007,52.968
RUS,Russia,2013,5.816,88.664,13.17,22.334,53.159
RUS,Russia,2014,5.531,88.733,12.7,23.387,52.646
RUS,Russia,2015,5.423,88.308,13.573,22.961,51.775
RUS,Russia,2016,5.807,88.052,12.903,22.861,52.288
RUS,Russia,2017,5.769,87.957,12.058,22.645,53.255
RUS,Russia,2018,5.709,88.227,12.01,22.056,54.161
RUS,Russia,2019,5.855,87.933,11.897,22.681,53.355
RUS,Russia,2020,6.679,86.683,11.343,22.609,52.731
RUS,Russia,2021,6.586,86.804,11.435,23.295,52.074
RUS,Russia,2022,5.92,87.678,12.371,23.084,52.223
RUS,Russia,2023,5.913,88.004,12.162,23.829,52.013
SAU,Saudi Arabia,1980,0.0,100.0,0.0,78.001,21.999
SAU,Saudi Arabia,1981,0.0,100.0,0.0,78.511,21.489
SAU,Saudi Arabia,1982,0.0,100.0,0.0,79.313,20.687
SAU,Saudi Arabia,1983,0.0,100.0,0.0,81.358,18.642
SAU,Saudi Arabia,1984,0.0,100.0,0.0,75.828,24.172
SAU,Saudi Arabia,1985,0.0,100.0,0.0,75.525,24.475
SAU,Saudi Arabia,1986,0.0,100.0,0.0,69.49,30.51
SAU,Saudi Arabia,1987,0.0,100.0,0.0,69.389,30.611
SAU,Saudi Arabia,1988,0.0,100.0,0.0,68.234,31.766
SAU,Saudi Arabia,1989,0.0,100.0,0.0,66.949,33.051
SAU,Saudi Arabia,1990,0.0,100.0,0.0,65.698,34.302
SAU,Saudi Arabia,1991,0.0,100.0,0.0,65.642,34.358
SAU,Saudi Arabia,1992,0.0,100.0,0.0,62.987,37.013
SAU,Saudi Arabia,1993,0.0,100.0,0.0,62.07,37.93
SAU,Saudi Arabia,1994,0.0,100.0,0.0,64.96,35.04
SAU,Saudi Arabia,1995,0.0,100.0,0.0,63.909,36.091
SAU,Saudi Arabia,1996,0.0,100.0,0.0,63.896,36.104
SAU,Saudi Arabia,1997,0.0,100.0,0.0,63.812,36.188
SAU,Saudi Arabia,1998,0.0,100.0,0.0,64.49,35.51
SAU,Saudi Arabia,1999,0.0,100.0,0.0,65.588,34.412
SAU,Saudi Arabia,2000,0.0,100.0,0.0,64.551,35.449
SAU,Saudi Arabia,2001,0.0,100.0,0.006,64.133,35.86
SAU,Saudi Arabia,2002,0.0,100.0,0.01,63.629,36.361
SAU,Saudi Arabia,2003,0.0,100.0,0.012,63.628,36.361
SAU,Saudi Arabia,2004,0.0,100.0,0.01,63.34,36.651
SAU,Saudi Arabia,2005,0.0,100.0,0.018,62.614,37.368
SAU,Saudi Arabia,2006,0.0,100.0,0.012,63.261,36.727
SAU,Saudi Arabia,2007,0.0,100.0,0.033,63.6,36.367
SAU,Saudi Arabia,2008,0.0,100.0,0.035,64.062,35.903
SAU,Saudi Arabia,2009,0.0,100.0,0.012,66.19,33.797
SAU,Saudi Arabia,2010,0.0,100.0,0.032,65.992,33.975
SAU,Saudi Arabia,2011,0.001,99.999,0.03,65.696,34.273
SAU,Saudi Arabia,2012,0.002,99.998,0.033,65.198,34.767
SAU,Saudi Arabia,2013,0.004,99.996,0.042,65.16,34.794
SAU,Saudi Arabia,2014,0.004,99.996,0.054,66.766,33.176
SAU,Saudi Arabia,2015,0.004,99.996,0.034,67.499,32.463
SAU,Saudi Arabia,2016,0.004,99.996,0.027,66.849,33.12
SAU,Saudi Arabia,2017,0.005,99.995,0.042,65.617,34.336
SAU,Saudi Arabia,2018,0.013,99.987,0.036,63.809,36.142
SAU,Saudi Arabia,2019,0.018,99.982,0.04,62.485,37.458
SAU,Saudi Arabia,2020,0.078,99.922,0.036,60.743,39.143
SAU,Saudi Arabia,2021,0.083,99.917,0.043,61.493,38.381
SAU,Saudi Arabia,2022,0.157,99.843,0.04,62.737,37.066
SAU,Saudi Arabia,2023,0.359,99.641,0.048,62.919,36.673
SGP,Singapore,1980,0.0,100.0,0.031,99.969,0.0
SGP,Singapore,1981,0.0,100.0,0.042,99.958,0.0
SGP,Singapore,1982,0.0,100.0,0.015,99.985,0.0
SGP,Singapore,1983,0.0,100.0,0.029,99.971,0.0
SGP,Singapore,1984,0.0,100.0,0.042,99.958,0.0
SGP,Singapore,1985,0.0,100.0,0.093,99.907,0.0
SGP,Singapore,1986,0.161,99.839,0.05,99.789,0.0
SGP,Singapore,1987,0.153,99.847,0.079,99.768,0.0
SGP,Singapore,1988,0.133,99.867,0.08,99.788,0.0
SGP,Singapore,1989,0.116,99.884,0.063,99.821,0.0
SGP,Singapore,1990,0.097,99.903,0.091,99.811,0.0
SGP,Singapore,1991,0.275,99.725,0.053,99.672,0.0
SGP,Singapore,1992,0.256,99.744,0.072,96.172,3.5
SGP,Singapore,1993,0.235,99.765,0.073,95.324,4.369
SGP,Singapore,1994,0.205,99.795,0.076,95.899,3.82
SGP,Singapore,1995,0.197,99.803,0.034,96.105,3.664
SGP,Singapore,1996,0.195,99.805,0.001,96.173,3.631
SGP,Singapore,1997,0.185,99.815,0.0,96.362,3.452
SGP,Singapore,1998,0.183,99.817,0.0,96.412,3.405
SGP,Singapore,1999,0.185,99.815,0.0,96.376,3.439
SGP,Singapore,2000,0.173,99.827,0.0,96.086,3.741
SGP,Singapore,2001,0.295,99.705,0.0,91.005,8.699
SGP,Singapore,2002,0.307,99.693,0.016,89.914,9.763
SGP,Singapore,2003,0.341,99.659,0.022,88.385,11.252
SGP,Singapore,2004,0.292,99.708,0.016,87.643,12.049
SGP,Singapore,2005,0.275,99.725,0.018,88.299,11.407
SGP,Singapore,2006,0.247,99.753,0.01,86.133,13.61
SGP,Singapore,2007,0.238,99.762,0.015,87.18,12.568
SGP,Singapore,2008,0.236,99.764,0.008,87.137,12.619
SGP,Singapore,2009,0.223,99.777,0.006,87.398,12.373
SGP,Singapore,2010,0.233,99.767,0.011,89.23,10.525
SGP,Singapore,2011,0.231,99.769,0.009,89.704,10.056
SGP,Singapore,2012,0.242,99.758,0.035,88.98,10.743
SGP,Singapore,2013,0.265,99.735,0.363,87.492,11.879
SGP,Singapore,2014,0.277,99.723,0.525,87.122,12.075
SGP,Singapore,2015,0.292,99.708,0.519,86.487,12.702
SGP,Singapore,2016,0.284,99.716,0.516,86.813,12.387
SGP,Singapore,2017,0.277,99.723,1.059,86.202,12.462
SGP,Singapore,2018,0.274,99.726,0.559,86.801,12.367
SGP,Singapore,2019,0.293,99.707,0.547,86.282,12.878
SGP,Singapore,2020,0.314,99.686,0.552,85.34,13.795
SGP,Singapore,2021,0.338,99.662,0.592,84.429,14.641
SGP,Singapore,2022,0.521,99.479,0.539,84.356,14.584
SGP,Singapore,2023,0.493,99.507,0.395,86.67,12.442
SVK,Slovakia,1980,2.871,91.376,43.117,35.917,12.343
SVK,Slovakia,1981,2.52,90.899,42.289,35.695,12.915
SVK,Slovakia,1982,2.237,90.196,43.512,33.051,13.632
SVK,Slovakia,1983,2.368,89.685,43.453,32.27,13.961
SVK,Slovakia,1984,1.865,89.452,42.902,31.843,14.707
SVK,Slovakia,1985,2.463,86.62,41.287,30.672,14.66
SVK,Slovakia,1986,1.967,84.278,38.479,29.955,15.843
SVK,Slovakia,1987,2.218,84.562,39.531,28.667,16.365
SVK,Slovakia,1988,2.005,84.888,40.987,27.877,16.024
SVK,Slovakia,1989,2.21,84.096,38.984,27.247,17.865
SVK,Slovakia,1990,2.112,84.369,36.829,23.612,23.928
SVK,Slovakia,1991,1.768,83.556,36.583,23.184,23.788
SVK,Slovakia,1992,2.529,83.042,33.896,21.935,27.212
SVK,Slovakia,1993,4.615,80.095,34.116,18.506,27.473
SVK,Slovakia,1994,5.892,77.067,30.926,19.482,26.659
SVK,Slovakia,1995,6.511,78.229,30.41,18.675,29.144
SVK,Slovakia,1996,5.597,79.507,29.691,19.332,30.484
SVK,Slovakia,1997,5.482,79.582,28.403,19.668,31.511
SVK,Slovakia,1998,5.696,79.093,25.599,21.805,31.689
SVK,Slovakia,1999,5.926,76.699,25.261,19.615,31.823
SVK,Slovakia,2000,5.923,72.908,22.988,18.881,31.039
SVK,Slovakia,2001,6.48,72.307,23.096,17.0,32.211
SVK,Slovakia,2002,6.658,71.421,22.206,18.803,30.412
SVK,Slovakia,2003,4.499,73.196,24.741,18.245,30.21
SVK,Slovakia,2004,5.248,73.129,24.816,18.347,29.966
SVK,Slovakia,2005,5.658,73.105,21.878,20.635,30.593
SVK,Slovakia,2006,6.177,71.769,23.445,19.683,28.641
SVK,Slovakia,2007,6.844,73.265,22.378,22.017,28.869
SVK,Slovakia,2008,6.238,72.827,21.735,22.549,28.542
SVK,Slovakia,2009,7.41,73.216,23.35,22.888,26.979
SVK,Slovakia,2010,8.314,73.053,21.988,22.48,28.585
SVK,Slovakia,2011,7.51,72.127,21.655,22.965,27.506
SVK,Slovakia,2012,8.349,70.437,21.27,22.198,26.969
SVK,Slovakia,2013,9.315,69.822,20.654,21.659,27.508
SVK,Slovakia,2014,10.176,67.839,21.792,21.589,24.458
SVK,Slovakia,2015,9.931,68.929,20.776,23.277,24.875
SVK,Slovakia,2016,10.577,69.137,20.325,24.055,24.757
SVK,Slovakia,2017,9.896,70.558,20.149,25.467,24.941
SVK,Slovakia,2018,9.047,71.496,20.328,26.181,24.987
SVK,Slovakia,2019,10.549,68.793,17.163,25.677,25.953
SVK,Slovakia,2020,11.039,67.706,15.016,26.188,26.502
SVK,Slovakia,2021,10.213,69.773,16.894,25.538,27.341
SVK,Slovakia,2022,9.672,68.405,15.653,28.038,24.715
SVK,Slovakia,2023,10.553,64.934,15.021,26.898,23.015
SVN,Slovenia,1990,12.088,69.125,26.779,29.291,13.055
SVN,Slovenia,1991,14.667,65.201,24.453,28.335,12.413
SVN,Slovenia,1992,14.881,67.855,27.241,29.405,11.209
SVN,Slovenia,1993,12.808,70.497,25.204,34.486,10.807
SVN,Slovenia,1994,13.491,68.216,22.08,35.069,11.068
SVN,Slovenia,1995,12.293,69.641,21.814,36.127,11.699
SVN,Slovenia,1996,13.217,70.345,19.19,39.825,11.33
SVN,Slovenia,1997,10.88,71.454,20.784,38.905,11.765
SVN,Slovenia,1998,12.121,70.246,21.008,37.208,12.03
SVN,Slovenia,1999,13.415,69.892,19.444,37.742,12.706
SVN,Slovenia,2000,14.026,68.907,20.374,36.146,12.386
SVN,Slovenia,2001,13.181,68.948,20.598,36.189,12.161
SVN,Slovenia,2002,11.619,69.651,22.549,35.314,11.788
SVN,Slovenia,2003,10.627,71.506,21.788,36.439,13.279
SVN,Slovenia,2004,13.64,68.775,20.908,35.446,12.421
SVN,Slovenia,2005,11.438,69.809,20.927,36.095,12.786
SVN,Slovenia,2006,11.735,70.791,21.201,37.271,12.319
SVN,Slovenia,2007,10.853,71.226,21.647,36.995,12.583
SVN,Slovenia,2008,12.746,69.377,19.039,39.306,11.032
SVN,Slovenia,2009,15.641,66.698,19.189,36.176,11.332
SVN,Slovenia,2010,15.228,67.53,19.543,36.251,11.737
SVN,Slovenia,2011,12.763,67.852,20.379,37.143,10.33
SVN,Slovenia,2012,14.747,67.592,19.922,37.44,10.23
SVN,Slovenia,2013,17.451,65.529,19.493,35.856,10.179
SVN,Slovenia,2014,21.441,58.658,15.044,34.675,8.939
SVN,Slovenia,2015,15.619,64.99,16.792,37.723,10.475
SVN,Slovenia,2016,16.631,65.131,16.811,37.917,10.403
SVN,Slovenia,2017,14.55,65.733,16.557,38.357,10.819
SVN,Slovenia,2018,17.278,65.046,15.868,38.685,10.494
SVN,Slovenia,2019,17.43,64.307,15.456,37.993,10.858
SVN,Slovenia,2020,19.778,59.614,15.428,32.952,11.235
SVN,Slovenia,2021,19.61,61.774,14.289,35.554,11.931
SVN,Slovenia,2022,15.912,64.346,12.494,40.463,11.389
SVN,Slovenia,2023,23.026,58.121,11.488,36.057,10.577
ZAF,South Africa,1980,0.427,99.573,76.931,22.313,0.329
ZAF,South Africa,1981,0.611,99.389,78.344,20.77,0.275
ZAF,South Africa,1982,0.349,99.651,79.847,19.572,0.232
ZAF,South Africa,1983,0.202,99.798,80.027,19.511,0.26
ZAF,South Africa,1984,0.174,98.608,78.926,19.444,0.239
ZAF,South Africa,1985,0.19,98.195,79.373,18.601,0.221
ZAF,South Africa,1986,0.484,96.889,79.029,17.633,0.227
ZAF,South Africa,1987,0.475,97.714,79.148,18.359,0.207
ZAF,South Africa,1988,0.844,96.357,77.795,18.372,0.19
ZAF,South Africa,1989,0.771,96.13,76.001,19.926,0.202
ZAF,South Africa,1990,0.273,97.447,76.085,19.447,1.915
ZAF,South Africa,1991,0.539,96.975,75.269,19.754,1.952
ZAF,South Africa,1992,0.204,97.283,75.187,20.301,1.794
ZAF,South Africa,1993,0.04,97.994,75.598,21.153,1.243
ZAF,South Africa,1994,0.279,97.2,74.834,21.172,1.194
ZAF,South Africa,1995,0.132,97.057,74.297,21.604,1.156
ZAF,South Africa,1996,0.338,96.79,73.981,21.821,0.987
ZAF,South Africa,1997,0.538,96.445,73.951,21.694,0.8
ZAF,South Africa,1998,0.45,96.247,73.015,22.419,0.813
ZAF,South Africa,1999,0.223,96.763,73.78,21.979,1.003
ZAF,South Africa,2000,0.386,96.562,73.285,22.315,0.962
ZAF,South Africa,2001,0.513,97.0,73.162,22.676,1.162
ZAF,South Africa,2002,0.661,96.506,71.432,23.875,1.2
ZAF,South Africa,2003,0.328,96.927,73.264,22.825,0.837
ZAF,South Africa,2004,0.327,97.033,73.559,21.7,1.774
ZAF,South Africa,2005,0.384,97.278,71.648,22.968,2.661
ZAF,South Africa,2006,0.692,97.285,71.514,22.945,2.826
ZAF,South Africa,2007,0.723,97.066,71.486,22.794,2.785
ZAF,South Africa,2008,0.373,97.275,74.416,20.17,2.689
ZAF,South Africa,2009,0.39,97.296,75.138,19.869,2.289
ZAF,South Africa,2010,0.31,97.282,73.792,20.673,2.818
ZAF,South Africa,2011,0.692,96.995,72.852,21.18,2.963
ZAF,South Africa,2012,0.358,97.294,72.189,22.044,3.062
ZAF,South Africa,2013,0.397,97.079,71.887,22.356,2.836
ZAF,South Africa,2014,0.81,96.764,71.942,21.85,2.971
ZAF,South Africa,2015,1.29,96.518,69.073,24.39,3.055
ZAF,South Africa,2016,1.482,95.963,71.052,22.438,2.473
ZAF,South Africa,2017,2.16,95.43,70.153,22.553,2.724
ZAF,South Africa,2018,2.29,95.663,69.654,22.875,3.134
ZAF,South Africa,2019,2.24,95.527,71.12,21.506,2.901
ZAF,South Africa,2020,2.582,95.667,73.21,19.615,2.842
ZAF,South Africa,2021,3.247,94.583,71.035,20.554,2.994
ZAF,South Africa,2022,3.648,94.504,69.892,21.432,3.179
ZAF,South Africa,2023,3.757,94.795,70.059,21.258,3.478
KOR,South Korea,1980,1.176,96.694,33.85,62.843,0.0
KOR,South Korea,1981,1.52,96.785,37.348,59.437,0.0
KOR,South Korea,1982,1.003,96.788,37.828,58.96,0.0
KOR,South Korea,1983,1.235,93.94,37.162,56.778,0.0
KOR,South Korea,1984,0.985,93.204,40.992,52.212,0.0
KOR,South Korea,1985,1.421,91.108,41.137,49.971,0.0
KOR,South Korea,1986,1.237,87.5,38.86,48.538,0.102
KOR,South Korea,1987,1.424,84.456,35.546,46.063,2.847
KOR,South Korea,1988,0.639,86.468,33.872,49.303,3.293
KOR,South Korea,1989,0.877,85.109,30.34,51.837,2.932
KOR,South Korea,1990,1.211,85.12,27.287,54.889,2.944
KOR,South Korea,1991,0.793,86.395,24.64,58.753,3.002
KOR,South Korea,1992,0.627,87.934,21.208,63.234,3.493
KOR,South Korea,1993,0.78,88.494,21.213,63.303,3.978
KOR,South Korea,1994,0.401,89.592,20.424,64.27,4.898
KOR,South Korea,1995,0.476,89.04,19.328,64.282,5.43
KOR,South Korea,1996,0.408,89.118,20.32,62.3,6.498
KOR,South Korea,1997,0.377,89.627,19.71,62.688,7.228
KOR,South Korea,1998,0.617,86.662,22.217,57.049,7.396
KOR,South Korea,1999,0.556,86.022,21.571,56.183,8.268
KOR,South Korea,2000,0.508,86.061,22.813,54.459,8.79
KOR,South Korea,2001,0.293,86.29,23.699,53.167,9.424
KOR,South Korea,2002,0.393,86.083,24.287,51.775,10.02
KOR,South Korea,2003,0.562,85.241,24.451,50.616,10.175
KOR,South Korea,2004,0.499,85.645,25.111,48.927,11.607
KOR,South Korea,2005,0.421,84.595,24.783,47.746,12.066
KOR,South Korea,2006,0.42,84.723,25.195,47.014,12.514
KOR,South Korea,2007,0.477,85.736,25.711,46.866,13.159
KOR,South Korea,2008,0.502,85.306,28.1,43.904,13.303
KOR,South Korea,2009,0.545,85.721,29.001,44.152,12.568
KOR,South Korea,2010,0.63,86.668,30.073,41.819,14.777
KOR,South Korea,2011,0.743,86.725,31.343,40.235,15.146
KOR,South Korea,2012,0.816,87.203,29.735,41.223,16.245
KOR,South Korea,2013,0.999,88.022,29.724,41.294,17.005
KOR,South Korea,2014,1.259,86.53,30.387,40.801,15.342
KOR,South Korea,2015,1.451,85.947,30.05,42.107,13.791
KOR,South Korea,2016,1.65,86.475,28.243,44.331,13.9
KOR,South Korea,2017,1.971,87.331,29.614,43.374,14.344
KOR,South Korea,2018,2.384,88.268,29.779,42.216,16.272
KOR,South Korea,2019,2.807,86.886,28.457,42.437,15.992
KOR,South Korea,2020,3.466,84.82,26.147,41.632,17.041
KOR,South Korea,2021,3.877,85.19,25.538,42.121,17.531
KOR,South Korea,2022,4.333,83.668,24.24,42.124,17.304
KOR,South Korea,2023,4.66,82.906,23.866,42.072,16.968
ESP,Spain,1980,9.441,88.924,16.413,70.193,2.318
ESP,Spain,1981,7.0,90.013,20.059,67.332,2.622
ESP,Spain,1982,8.403,88.855,22.258,63.733,2.863
ESP,Spain,1983,8.454,88.29,22.872,62.393,3.025
ESP,Spain,1984,9.666,83.382,22.924,58.013,2.446
ESP,Spain,1985,9.707,81.779,22.852,56.311,2.616
ESP,Spain,1986,8.054,80.814,23.181,54.616,3.017
ESP,Spain,1987,8.032,80.137,21.694,55.328,3.116
ESP,Spain,1988,9.898,76.228,18.05,54.323,3.855
ESP,Spain,1989,5.238,80.075,21.18,54.184,4.711
ESP,Spain,1990,6.819,78.972,21.061,52.464,5.448
ESP,Spain,1991,7.06,78.883,21.178,51.777,5.928
ESP,Spain,1992,4.743,81.81,20.593,55.31,5.908
ESP,Spain,1993,6.274,79.744,19.166,54.582,5.996
ESP,Spain,1994,6.927,79.899,18.869,54.751,6.278
ESP,Spain,1995,5.624,81.665,18.203,56.052,7.41
ESP,Spain,1996,9.156,78.386,14.841,55.543,8.001
ESP,Spain,1997,7.897,80.358,16.322,53.982,10.054
ESP,Spain,1998,7.534,80.483,14.874,55.738,9.871
ESP,Spain,1999,5.341,83.254,15.904,56.57,10.78
ESP,Spain,2000,6.598,81.999,16.068,54.254,11.678
ESP,Spain,2001,8.709,80.117,14.154,53.855,12.108
ESP,Spain,2002,6.016,83.226,15.652,53.987,13.586
ESP,Spain,2003,9.207,80.767,13.921,52.082,14.765
ESP,Spain,2004,8.02,82.031,14.129,51.009,16.893
ESP,Spain,2005,6.442,84.769,13.556,51.495,19.718
ESP,Spain,2006,7.933,82.989,11.76,50.722,20.507
ESP,Spain,2007,8.869,83.061,12.832,49.877,20.351
ESP,Spain,2008,9.972,81.191,8.919,49.219,23.053
ESP,Spain,2009,12.913,78.628,6.699,49.752,22.177
ESP,Spain,2010,16.49,73.916,4.796,47.479,21.642
ESP,Spain,2011,15.329,75.574,9.048,46.061,20.465
ESP,Spain,2012,15.917,74.366,11.051,42.935,20.379
ESP,Spain,2013,19.29,71.392,8.512,43.403,19.477
ESP,Spain,2014,19.445,71.046,8.827,44.269,17.949
ESP,Spain,2015,16.977,73.693,10.236,45.101,18.356
ESP,Spain,2016,18.117,72.459,7.81,46.017,18.632
ESP,Spain,2017,15.319,75.517,9.866,45.647,20.004
ESP,Spain,2018,17.923,73.46,8.325,45.571,19.565
ESP,Spain,2019,17.063,73.724,3.767,46.981,22.976
ESP,Spain,2020,21.929,67.808,2.451,42.193,23.163
ESP,Spain,2021,22.272,68.505,2.473,43.307,22.724
ESP,Spain,2022,20.877,69.964,2.766,46.217,20.98
ESP,Spain,2023,24.822,66.196,1.969,45.142,19.085
LKA,Sri Lanka,1980,18.073,81.927,0.117,81.809,0.0
LKA,Sri Lanka,1981,18.28,81.72,0.062,81.658,0.0
LKA,Sri Lanka,1982,17.347,82.653,0.804,81.849,0.0
LKA,Sri Lanka,1983,13.283,86.717,0.817,85.9,0.0
LKA,Sri Lanka,1984,21.653,78.347,1.507,76.84,0.0
LKA,Sri Lanka,1985,26.337,73.663,0.969,72.695,0.0
LKA,Sri Lanka,1986,27.65,72.35,0.345,72.006,0.0
LKA,Sri Lanka,1987,22.052,77.948,0.313,77.636,0.0
LKA,Sri Lanka,1988,26.665,73.335,0.163,73.173,0.0
LKA,Sri Lanka,1989,29.593,70.407,0.02,70.387,0.0
LKA,Sri Lanka,1990,29.79,70.21,0.0,70.21,0.0
LKA,Sri Lanka,1991,29.579,70.421,0.023,70.398,0.0
LKA,Sri Lanka,1992,25.59,74.41,0.021,74.39,0.0
LKA,Sri Lanka,1993,30.813,69.187,0.013,69.174,0.0
LKA,Sri Lanka,1994,30.635,69.365,0.011,69.354,0.0
LKA,Sri Lanka,1995,31.403,68.597,0.029,68.567,0.0
LKA,Sri Lanka,1996,21.369,78.631,0.006,78.625,0.0
LKA,Sri Lanka,1997,21.955,78.045,0.0,78.045,0.0
LKA,Sri Lanka,1998,23.41,76.59,0.005,76.585,0.0
LKA,Sri Lanka,1999,23.242,76.758,0.0,76.758,0.0
LKA,Sri Lanka,2000,16.823,83.177,0.007,83.17,0.0
LKA,Sri Lanka,2001,16.752,83.248,0.002,83.246,0.0
LKA,Sri Lanka,2002,13.979,86.021,0.239,85.782,0.0
LKA,Sri Lanka,2003,16.628,83.372,1.276,82.097,0.0
LKA,Sri Lanka,2004,15.216,84.784,0.345,84.439,0.0
LKA,Sri Lanka,2005,15.244,84.756,1.111,83.646,0.0
LKA,Sri Lanka,2006,18.984,81.016,0.778,80.238,0.0
LKA,Sri Lanka,2007,15.797,84.203,0.745,83.459,0.0
LKA,Sri Lanka,2008,17.442,82.558,1.066,81.492,0.0
LKA,Sri Lanka,2009,16.162,83.838,1.069,82.769,0.0
LKA,Sri Lanka,2010,21.793,78.206,1.016,77.191,0.0
LKA,Sri Lanka,2011,16.358,83.642,4.651,78.991,0.0
LKA,Sri Lanka,2012,11.61,88.39,6.853,81.536,0.0
LKA,Sri Lanka,2013,23.64,76.36,7.152,69.208,0.0
LKA,Sri Lanka,2014,14.695,85.305,12.584,72.721,0.0
LKA,Sri Lanka,2015,18.069,81.931,15.962,65.969,0.0
LKA,Sri Lanka,2016,11.92,88.08,15.239,72.841,0.0
LKA,Sri Lanka,2017,11.102,88.898,14.91,73.988,0.0
LKA,Sri Lanka,2018,16.029,83.971,13.726,70.244,0.0
LKA,Sri Lanka,2019,12.824,87.176,14.536,72.64,0.0
LKA,Sri Lanka,2020,14.89,85.11,18.829,66.282,0.0
LKA,Sri Lanka,2021,21.005,78.995,18.208,60.787,0.0
LKA,Sri Lanka,2022,23.449,76.551,19.1,57.452,0.0
LKA,Sri Lanka,2023,20.969,79.031,16.681,62.35,0.0
SWE,Sweden,1980,26.362,61.938,3.16,58.778,0.0
SWE,Sweden,1981,27.101,56.101,2.742,53.358,0.0
SWE,Sweden,1982,26.339,55.36,3.208,52.152,0.0
SWE,Sweden,1983,30.82,49.791,4.056,45.735,0.0
SWE,Sweden,1984,31.29,45.942,4.627,41.316,0.0
SWE,Sweden,1985,30.037,45.874,5.011,40.757,0.106
SWE,Sweden,1986,25.006,47.302,5.142,41.892,0.268
SWE,Sweden,1987,30.041,42.627,5.202,37.058,0.367
SWE,Sweden,1988,29.966,41.213,5.227,35.504,0.483
SWE,Sweden,1989,31.528,40.604,5.042,34.901,0.66
SWE,Sweden,1990,33.094,36.698,5.495,30.244,0.959
SWE,Sweden,1991,28.996,36.947,5.372,30.549,1.026
SWE,Sweden,1992,33.494,38.74,4.927,32.674,1.14
SWE,Sweden,1993,34.016,38.912,5.062,32.594,1.256
SWE,Sweden,1994,26.997,40.984,5.1,34.648,1.237
SWE,Sweden,1995,30.274,39.844,4.978,33.656,1.209
SWE,Sweden,1996,23.689,43.889,5.633,36.933,1.324
